Date,Open,High,Low,Close,Adj Close,Volume
2014-10-08,24.690001,25.594999,24.577499,24.687500,22.226479,1273539200
2014-10-15,24.492500,25.754999,23.795000,25.617500,23.063766,1653636000
2014-10-22,25.709999,26.684999,25.650000,26.684999,24.024853,1074561200
2014-10-29,26.662500,27.575001,26.475000,27.150000,24.443495,927356000
2014-11-05,27.275000,27.437500,26.950001,27.424999,24.691088,642934800
2014-11-12,27.344999,29.320000,27.342501,28.867500,26.102486,965998400
2014-11-19,28.860001,29.937500,28.450001,29.400000,26.583975,1034940800
2014-11-26,29.485001,29.850000,27.817499,28.657499,25.912592,834982400
2014-12-03,28.937500,29.299999,27.337500,28.530001,25.797306,965198800
2014-12-10,28.602501,28.712500,26.565001,26.687500,24.131290,1080015600
2014-12-17,26.780001,28.372499,26.705000,28.135000,25.440144,1088174800
2014-12-24,28.145000,28.692499,28.002501,28.129999,25.435623,422724000
2014-12-31,28.205000,28.282499,26.157499,26.565001,24.020519,898762400
2015-01-07,26.799999,28.312500,26.674999,27.555000,24.915697,1079650400
2015-01-14,27.260000,27.622499,26.299999,27.180000,24.576618,949535200
2015-01-21,27.237499,28.590000,27.067499,27.285000,24.671555,1200083200
2015-01-28,29.407499,30.000000,28.827499,29.662500,26.821333,1717255200
2015-02-04,29.625000,30.537500,29.577499,30.504999,27.583136,1028003200
2015-02-11,30.692499,32.220001,30.625000,31.957500,29.010557,1061843600
2015-02-18,31.907499,33.400002,31.862499,33.042500,29.995495,1085618800
2015-02-25,32.889999,32.900002,31.652500,32.340000,29.357786,1255708000
2015-03-04,32.275002,32.392502,30.950001,31.127501,28.257099,1273642400
2015-03-11,31.187500,31.830000,30.407499,31.760000,28.831268,1024105600
2015-03-18,31.750000,32.312500,31.290001,31.672501,28.751839,1001310000
2015-03-25,31.635000,31.705000,30.650000,31.107500,28.238937,911858400
2015-04-01,31.205000,32.029999,30.775000,31.502501,28.597513,580191200
2015-04-08,31.462500,32.142502,31.165001,31.575001,28.663328,687563600
2015-04-15,31.602501,32.049999,31.115000,31.727501,28.801767,755143200
2015-04-22,31.747499,33.634998,31.580000,32.639999,29.630116,1375318000
2015-04-29,32.540001,32.897499,31.145000,31.450001,28.549856,1221415200
2015-05-06,31.639999,31.905001,30.840000,31.467501,28.565742,1047312400
2015-05-13,31.537500,32.720001,31.467501,32.517502,29.642214,854487200
2015-05-20,32.500000,33.242500,32.279999,32.404999,29.539665,769915600
2015-05-27,32.584999,33.064999,32.330002,32.490002,29.617153,772925600
2015-06-03,32.665001,32.735001,31.405001,31.855000,29.038300,855242400
2015-06-10,31.980000,32.544998,31.427500,31.900000,29.079319,747389600
2015-06-17,31.930000,32.077499,31.600000,31.757500,28.949417,749401600
2015-06-24,31.802500,32.450001,31.120001,31.357500,28.584785,899271600
2015-07-01,31.725000,31.735001,30.942499,31.422501,28.644039,529828000
2015-07-08,31.120001,31.592501,29.805000,31.402500,28.625803,1095678800
2015-07-15,31.430000,33.242500,31.395000,32.687500,29.797184,1006771600
2015-07-22,30.497499,31.772499,30.497499,30.844999,28.117607,1146744000
2015-07-29,30.787500,30.875000,28.312500,28.660000,26.125803,1230558400
2015-08-05,28.237499,29.997499,28.025000,28.372499,25.863729,1371681600
2015-08-12,28.132500,29.412500,27.407499,29.125000,26.669865,1072512800
2015-08-19,29.025000,29.129999,23.000000,25.934999,23.748774,2043486000
2015-08-26,26.772499,28.632500,26.262501,26.930000,24.659901,1470521200
2015-09-02,27.557501,28.195000,27.127501,28.077499,25.710667,879850400
2015-09-09,28.440001,29.222500,27.442499,29.070000,26.619507,1198094800
2015-09-16,29.062500,29.135000,27.967501,28.350000,25.960194,1104558400
2015-09-23,28.407499,29.172501,26.965000,27.264999,24.966656,1070410000
2015-09-30,27.542500,27.934999,26.827499,27.827499,25.481741,1154733600
2015-10-07,27.934999,28.187500,27.052500,27.947500,25.591627,900111200
2015-10-14,27.822500,28.542500,27.389999,28.442499,26.044901,800382000
2015-10-21,28.500000,29.807501,28.424999,28.637501,26.223463,1116137600
2015-10-28,29.232500,30.872499,29.014999,30.642500,28.059452,1055465200
2015-11-04,30.782499,30.955000,29.014999,29.192499,26.731678,841921600
2015-11-11,29.092501,29.355000,27.750000,28.422501,26.137991,757118400
2015-11-18,28.940001,29.980000,28.875000,29.719999,27.331198,798173200
2015-11-25,29.802500,29.852501,29.215000,29.334999,26.977146,433869600
2015-12-02,29.334999,29.965000,28.555000,29.557501,27.181770,796507200
2015-12-09,29.410000,29.422501,27.447500,27.622499,25.402290,960408400
2015-12-16,27.767500,28.062500,26.392500,26.807501,24.652802,1111378400
2015-12-23,26.817499,27.357500,26.545000,27.184999,24.999962,415452800
2015-12-30,27.145000,27.174999,25.500000,25.677500,23.613628,758266000
2016-01-06,25.139999,25.592501,24.107500,24.990000,22.981384,1276973600
2016-01-13,25.080000,25.297501,23.840000,24.165001,22.222700,1034125200
2016-01-20,23.775000,25.382500,23.355000,24.997499,22.988287,1268671600
2016-01-27,24.010000,24.334999,23.097500,23.620001,21.721500,1327062800
2016-02-03,23.750000,24.332500,23.260000,23.747499,21.838753,948826800
2016-02-10,23.980000,24.212500,23.147499,24.160000,22.338663,727310400
2016-02-17,24.167500,24.722500,23.637501,23.672501,21.887909,741927200
2016-02-24,23.495001,25.192499,23.330000,25.132500,23.237844,713811600
2016-03-02,25.127501,25.937500,24.910000,25.257500,23.353422,734284800
2016-03-09,25.327499,26.295000,25.037500,26.145000,24.174019,613069200
2016-03-16,26.152500,26.912500,26.147499,26.680000,24.668684,739506000
2016-03-23,26.620001,26.947500,26.219999,26.920000,24.890591,409752000
2016-03-30,27.162500,28.047501,27.049999,27.452499,25.382952,645193600
2016-04-06,27.557501,27.745001,27.030001,27.610001,25.528578,553710000
2016-04-13,27.700001,28.097500,26.557501,26.727501,24.712603,795506400
2016-04-20,26.660000,27.022499,25.977501,26.087500,24.120848,719577600
2016-04-27,24.000000,24.677500,23.100000,23.795000,22.001173,1481470800
2016-05-04,23.799999,23.975000,22.962500,23.355000,21.594343,748956400
2016-05-11,23.370001,23.674999,22.367500,23.372499,21.742100,1030413200
2016-05-18,23.540001,24.522499,23.392500,24.475000,22.767694,710757200
2016-05-25,24.667500,25.182501,24.527500,24.965000,23.223513,692593600
2016-06-01,24.754999,25.472500,24.157499,24.757500,23.030487,574287200
2016-06-08,24.754999,24.997499,24.187500,24.365000,22.665365,596459200
2016-06-15,24.455000,24.602501,23.670000,23.977501,22.304901,766954000
2016-06-22,24.062500,24.222500,22.875000,23.397499,21.765360,890820800
2016-06-29,23.492500,24.117500,23.407499,23.747499,22.090944,504396400
2016-07-06,23.650000,24.424999,23.592501,24.355000,22.656067,531852800
2016-07-13,24.352501,25.032499,24.209999,24.967501,23.225843,620888000
2016-07-20,25.000000,25.250000,24.105000,24.167500,22.481646,735657600
2016-07-27,26.067499,26.537500,25.687500,26.120001,24.297943,927731200
2016-08-03,26.202499,27.235001,26.192499,27.202499,25.304926,610068400
2016-08-10,27.177500,27.557501,26.940001,27.344999,25.575287,519264000
2016-08-17,27.275000,27.422501,26.962500,27.212500,25.451365,479146800
2016-08-24,27.142500,27.187500,26.375000,26.500000,24.784977,505447200
2016-08-31,26.415001,27.075001,26.405001,26.924999,25.182470,440187200
2016-09-07,26.957500,27.197500,25.632500,26.987499,25.240929,997569200
2016-09-14,27.182501,29.045000,27.150000,28.392500,26.554998,1449186000
2016-09-21,28.462500,28.735001,27.887501,28.272499,26.442764,696140800
2016-09-28,28.422501,28.660000,27.950001,28.250000,26.421721,613383200
2016-10-05,28.350000,29.672501,28.172501,29.075001,27.193327,699471200
2016-10-12,29.337500,29.552500,28.930000,29.367500,27.466900,626439200
2016-10-19,29.312500,29.590000,28.450001,29.562500,27.649277,556083200
2016-10-26,28.577499,28.965000,27.632500,27.872499,26.068655,835212400
2016-11-02,27.850000,28.087500,27.027500,27.764999,25.968105,571662000
2016-11-09,27.469999,27.830000,26.020000,26.777500,25.173103,935579200
2016-11-16,26.674999,28.105000,26.650000,27.950001,26.275349,680526000
2016-11-23,27.840000,28.117500,27.517500,27.865000,26.195448,378500400
2016-11-30,27.900000,28.049999,27.062500,27.487499,25.840561,641188800
2016-12-07,27.315001,28.980000,27.290001,28.797501,27.072073,646311200
2016-12-14,28.760000,29.375000,28.745001,29.237499,27.485704,696447200
2016-12-21,29.200001,29.450001,28.897499,29.315001,27.558565,329662000
2016-12-28,29.379999,29.504999,28.690001,29.037500,27.297689,381254400
2017-01-04,28.962500,29.857500,28.937500,29.777500,27.993353,532350400
2017-01-11,29.684999,30.059999,29.552500,30.000000,28.202524,460906000
2017-01-18,30.000000,30.202499,29.842501,29.992500,28.195469,508677600
2017-01-25,30.105000,30.610001,30.070000,30.337500,28.519798,635426400
2017-02-01,31.757500,33.022499,31.752501,32.882500,30.912306,940929600
2017-02-08,32.837502,33.772499,32.779999,33.755001,31.732542,510724400
2017-02-15,33.880001,34.187500,33.654999,34.174999,32.266674,419652400
2017-02-22,34.107498,34.369999,33.820000,34.247501,32.335110,428568000
2017-03-01,34.472500,35.070000,34.400002,34.880001,32.932301,491720000
2017-03-08,34.737499,34.950001,34.262501,34.747501,32.807198,372826800
2017-03-15,34.852501,35.700001,34.757500,34.959999,33.007835,599522800
2017-03-22,34.962502,36.009998,34.654999,35.950001,33.942543,502208000
2017-03-29,35.919998,36.222500,35.752499,36.192501,34.171513,439744400
2017-04-05,36.055000,36.365002,35.014999,35.407501,33.430340,459407600
2017-04-12,35.400002,35.595001,35.217499,35.299999,33.328842,277810000
2017-04-19,35.470001,36.224998,35.112499,36.132500,34.114857,375898800
2017-04-26,36.117500,37.022499,35.817501,36.877499,34.818256,536412000
2017-05-03,36.397499,38.720001,36.067501,38.497501,36.347805,737117600
2017-05-10,38.407501,39.162498,38.027500,38.867500,36.697132,526584000
2017-05-17,38.400002,38.724998,37.427502,38.450001,36.452789,616728000
2017-05-24,38.459999,38.607498,38.167500,38.417500,36.421978,321872400
2017-05-31,38.492500,38.952499,38.055000,38.612499,36.606853,482330400
2017-06-07,38.755001,38.994999,35.627499,36.647499,34.743919,854703200
2017-06-14,36.875000,36.875000,35.549999,36.252499,34.369438,685996800
2017-06-21,36.380001,37.070000,35.904999,35.932499,34.066059,505063200
2017-06-28,36.122501,36.527500,35.570000,35.875000,34.011547,363534800
2017-07-05,35.922501,36.487499,35.602501,36.382500,34.492683,423090000
2017-07-12,36.467499,37.724998,36.205002,37.520000,35.571095,447513200
2017-07-19,37.619999,38.459999,37.220001,38.185001,36.201561,419065600
2017-07-26,38.337502,38.497501,36.825001,37.512501,35.563999,482742000
2017-08-02,39.820000,40.457500,38.755001,40.020000,37.941238,702680800
2017-08-09,39.814999,40.549999,38.657501,40.400002,38.301502,579124400
2017-08-16,40.485001,40.627499,38.777500,39.945000,38.018848,524053600
2017-08-23,39.767502,40.779999,39.637501,40.727501,38.763622,480724000
2017-08-30,40.950001,41.235001,40.139999,40.520000,38.566132,400457200
2017-09-06,40.677502,40.990002,39.632500,40.215000,38.275841,701946000
2017-09-13,39.967499,40.242500,39.477501,39.682499,37.769009,667450800
2017-09-20,39.474998,39.564999,37.290001,38.285000,36.438904,872623200
2017-09-27,38.450001,38.772499,38.000000,38.619999,36.757744,434954400
2017-10-04,38.407501,39.500000,38.115002,38.974998,37.095619,362940400
2017-10-11,38.992500,40.217499,38.932499,40.117500,38.183033,370174800
2017-10-18,40.105000,40.177502,38.755001,39.275002,37.381165,490696000
2017-10-25,39.227501,42.412498,38.817501,42.259998,40.222218,653637600
2017-11-01,42.467499,43.812500,41.320000,43.702499,41.595165,775270400
2017-11-08,43.665001,44.060001,42.794998,42.834999,40.769501,483208800
2017-11-15,42.492500,43.424999,42.095001,43.285000,41.345901,464355200
2017-11-22,43.340000,43.875000,42.965000,43.267502,41.329174,347044800
2017-11-29,43.157501,43.230000,41.790001,42.410000,40.510101,731382000
2017-12-06,41.875000,43.222500,41.615002,42.924999,41.002026,529086000
2017-12-13,43.125000,44.299999,42.912498,43.634998,41.680218,565286800
2017-12-20,43.717499,44.005001,42.419998,42.642502,40.732193,375841600
2017-12-27,42.525002,43.075001,42.305000,43.064999,41.135761,358136800
2018-01-03,43.132500,43.902500,42.990002,43.582500,41.630070,471057200
2018-01-10,43.290001,44.847500,43.250000,44.047501,42.074245,390446400
2018-01-17,44.037498,45.025002,43.767502,44.259998,42.277218,631212000
2018-01-24,44.312500,44.325001,41.174999,41.742500,39.872498,913862800
2018-01-31,41.717499,42.154999,38.500000,40.757500,38.931625,1229143200
2018-02-07,40.772499,41.187500,37.560001,41.084999,39.244469,1080161600
2018-02-14,40.759998,43.705002,40.720001,42.962502,41.205162,663594800
2018-02-21,43.207500,45.119999,42.752499,44.597500,42.773289,717464800
2018-02-28,44.814999,45.154999,43.112499,44.167500,42.360874,708912000
2018-03-07,43.735001,45.875000,43.567501,44.992500,43.152126,606253600
2018-03-14,45.080002,45.130001,43.415001,43.810001,42.017994,578452400
2018-03-21,43.759998,43.787498,41.235001,42.084999,40.363567,792153200
2018-03-28,41.812500,42.937500,41.117500,42.097500,40.375546,591727200
2018-04-04,41.220001,43.557499,41.192501,43.312500,41.540848,615881200
2018-04-11,43.057499,44.735001,42.924999,44.560001,42.737316,474516000
2018-04-18,44.452499,44.705002,40.305000,40.735001,39.068771,765047600
2018-04-25,40.654999,42.299999,40.157501,42.275002,40.545788,751990800
2018-05-02,43.807499,46.917500,43.450001,46.512501,44.609951,910652400
2018-05-09,46.637501,47.592499,46.275002,46.610001,44.703461,487546800
2018-05-16,46.517502,47.317501,46.500000,46.790001,45.049156,353665200
2018-05-23,46.587502,47.412498,46.439999,46.974998,45.227261,333070000
2018-05-30,46.930000,48.485001,46.535000,48.327499,46.529442,469792000
2018-06-06,48.407501,48.549999,47.442501,48.070000,46.281525,416628800
2018-06-13,48.105000,48.220001,45.862499,46.422501,44.695316,628124400
2018-06-20,46.587502,47.087502,45.182499,46.107498,44.392036,519093200
2018-06-27,46.307499,46.987499,45.727501,45.980000,44.269287,388297200
2018-07-04,46.314999,47.820000,46.070000,47.587502,45.816975,279140400
2018-07-11,47.125000,48.162498,46.902500,47.862499,46.081741,319856400
2018-07-18,47.945000,48.415001,47.389999,48.250000,46.454830,368174800
2018-07-25,48.264999,48.990002,47.267502,47.572498,45.802536,480849600
2018-08-01,49.782501,52.375000,49.327499,51.777500,49.851089,859199600
2018-08-08,51.512501,52.737499,51.130001,52.437500,50.486526,469072800
2018-08-15,52.305000,54.794998,52.082500,53.759998,51.941349,596730000
2018-08-22,53.525002,55.134998,53.459999,54.924999,53.066940,398718400
2018-08-29,55.037498,57.294998,54.852501,57.090000,55.158695,587115200
2018-09-05,57.247501,57.417500,54.117500,55.962502,54.069351,722033200
2018-09-12,56.235001,57.087502,54.279999,54.560001,52.714291,767004800
2018-09-19,54.625000,55.705002,53.825001,55.547501,53.668385,808908400
2018-09-26,55.250000,57.500000,54.939999,57.320000,55.380917,501937200
2018-10-03,57.512501,58.367500,55.049999,56.717499,54.798809,603328800
2018-10-10,56.365002,56.587502,53.080002,55.537498,53.658733,781711600
2018-10-17,55.575001,55.840000,53.250000,55.682499,53.798809,624421200
2018-10-24,55.650002,56.057499,51.522499,53.325001,51.521069,802540800
2018-10-31,54.220001,55.590000,49.542500,50.942501,49.219170,1144229600
2018-11-07,51.492500,52.529999,47.862499,48.057499,46.431763,764684800
2018-11-14,48.474998,48.742500,43.877499,44.244999,42.897396,1015834400
2018-11-21,44.932499,45.067501,42.564999,43.560001,42.233250,564536400
2018-11-28,44.182499,46.235001,43.732498,44.172501,42.827103,838043200
2018-12-05,42.939999,43.695000,40.832500,42.157501,40.873474,778750800
2018-12-12,42.599998,43.142502,40.682499,41.517502,40.252968,745437600
2018-12-19,41.500000,41.862499,36.647499,36.707500,35.589466,986936400
2018-12-26,37.075001,39.840000,36.680000,39.435001,38.233891,755978000
2019-01-02,38.722500,39.712502,35.500000,37.687500,36.539619,1131048400
2019-01-09,37.822498,38.632500,37.305000,38.267502,37.101955,676212400
2019-01-16,38.270000,39.470001,38.154999,38.325001,37.157707,498143600
2019-01-23,38.537498,39.532501,37.924999,38.669998,37.492195,599547600
2019-01-30,40.812500,43.770000,40.057499,43.544998,42.218712,808458400
2019-02-06,43.662498,43.892502,42.105000,42.722500,41.421272,508312800
2019-02-13,42.847500,43.119999,42.345001,42.732498,41.608646,351702000
2019-02-20,42.797501,43.967499,42.575001,43.582500,42.436291,404883600
2019-02-27,43.302502,44.437500,43.182499,43.882500,42.728405,516442400
2019-03-06,43.667500,45.667500,42.375000,45.227501,44.038033,536339200
2019-03-13,45.562500,47.247501,45.230000,46.632500,45.406075,606084400
2019-03-20,46.557499,49.422501,46.145000,46.697498,45.469368,872491600
2019-03-27,47.187500,48.615002,46.637501,48.505001,47.229336,499282000
2019-04-03,48.312500,50.712502,48.285000,49.875000,48.563301,490250400
2019-04-10,49.669998,50.342499,49.052502,49.812500,48.502445,454359200
2019-04-17,49.884998,51.937500,49.652500,51.869999,50.505833,383460400
2019-04-24,51.840000,52.119999,49.777500,50.167500,48.848106,493890000
2019-05-01,52.470001,53.827499,50.207500,50.715000,49.381218,755691200
2019-05-08,50.474998,51.334999,45.712502,47.165001,45.924580,785668400
2019-05-15,46.567501,48.117500,45.070000,46.650002,45.598049,637729200
2019-05-22,46.165001,46.427502,44.452499,44.557499,43.552727,471764800
2019-05-29,44.105000,44.957500,42.567501,44.910000,43.897282,592429200
2019-06-05,46.070000,49.000000,45.285000,48.702499,47.604263,544551600
2019-06-12,48.487499,50.072498,47.575001,49.612499,48.493744,399637600
2019-06-19,49.919998,50.212502,48.822498,48.892502,47.789978,518918000
2019-06-26,49.442501,51.122501,49.262501,50.682499,49.539612,489064000
2019-07-03,50.820000,51.270000,49.602501,50.310001,49.175518,298176400
2019-07-10,50.462502,51.527500,50.389999,51.125000,49.972130,357993200
2019-07-17,51.012501,52.227501,50.590000,52.209999,51.032665,376842000
2019-07-24,51.917500,52.660000,51.682499,52.195000,51.018002,408516800
2019-07-31,54.105000,55.342499,48.145000,49.250000,48.139412,1009516800
2019-08-07,48.852501,53.035000,48.455002,52.242500,51.064426,618776000
2019-08-14,50.790001,53.337502,49.917500,52.590000,51.599400,570772400
2019-08-21,53.247501,53.610001,50.250000,51.040001,50.078594,570096000
2019-08-28,51.025002,52.612499,50.830002,51.424999,50.456345,312382800
2019-09-04,52.097500,54.195000,51.830002,54.174999,53.154556,486205600
2019-09-11,54.517502,56.605000,54.255001,55.174999,54.135712,623025600
2019-09-18,55.264999,55.939999,54.297501,54.419998,53.394928,612680000
2019-09-25,54.637501,57.055000,54.285000,56.147499,55.089893,507488400
2019-10-02,55.764999,57.482498,53.782501,56.099998,55.043293,625480000
2019-10-09,56.757500,59.532501,56.410000,58.830002,57.721870,538367200
2019-10-16,58.342499,60.549999,58.299999,59.990002,58.860016,408462800
2019-10-23,60.525002,62.437500,60.305000,60.822498,59.676830,457993600
2019-10-30,61.189999,64.547501,59.314999,64.282501,63.071663,597978800
2019-11-06,64.192497,65.697502,63.842499,65.489998,64.256424,410001200
2019-11-13,65.282501,67.000000,65.267502,66.572502,65.514633,454994000
2019-11-20,66.385002,66.790001,65.099998,66.072502,65.022583,482182800
2019-11-27,66.394997,67.062500,64.072502,64.862503,63.831818,320770800
2019-12-04,65.267502,67.750000,65.169998,67.120003,66.053436,466144400
2019-12-11,67.202499,70.442497,66.830002,70.102501,68.988541,591999200
2019-12-18,69.949997,71.222504,69.639999,71.067497,69.938202,637426400
2019-12-25,71.205002,73.492500,71.175003,73.412498,72.245949,484307200
2020-01-01,74.059998,75.224998,73.187500,74.597504,73.412117,509062400
2020-01-08,74.290001,79.392502,74.290001,78.169998,76.927841,726318800
2020-01-15,77.962502,79.754997,77.387497,79.142502,77.884895,479412400
2020-01-22,79.644997,80.832497,76.220001,79.422501,78.160439,677016000
2020-01-29,81.112503,81.962502,75.555000,79.712502,78.445839,852965600
2020-02-05,80.879997,81.305000,78.462502,79.902496,78.632813,545608400
2020-02-12,80.367500,81.805000,78.652496,79.750000,78.668991,441122800
2020-02-19,80.000000,81.162498,71.532501,72.019997,71.043777,776972800
2020-02-26,71.632500,76.000000,64.092499,72.330002,71.349579,1606043200
2020-03-04,74.110001,75.849998,65.750000,71.334999,70.368065,1204962800
2020-03-11,69.347504,70.305000,59.599998,63.215000,62.358124,1691284400
2020-03-18,59.942501,63.209999,53.152500,61.720001,60.883396,1598068000
2020-03-25,62.687500,65.622498,61.075001,63.572498,62.710785,1124884400
2020-04-01,61.625000,67.925003,59.224998,64.857498,63.978374,876740000
2020-04-08,65.684998,72.062500,65.307503,71.762497,70.789757,656747600
2020-04-15,70.599998,72.050003,66.357498,67.092499,66.183067,814536400
2020-04-22,68.402496,71.457497,68.050003,69.644997,68.700966,596930400
2020-04-29,71.182503,75.250000,70.972504,74.389999,73.381653,842280800
2020-05-06,75.114998,79.922501,74.717499,77.852501,76.797218,699634800
2020-05-13,78.037498,79.629997,75.052498,78.285004,77.432915,762808000
2020-05-20,79.169998,81.059998,78.837502,79.182503,78.320633,421518800
2020-05-27,79.035004,80.860001,78.272499,80.834999,79.955147,568472400
2020-06-03,81.165001,86.402496,80.195000,85.997498,85.061440,572668800
2020-06-10,86.974998,88.692497,83.144997,88.019997,87.061943,872697600
2020-06-17,88.787498,93.095001,86.287498,91.632500,90.635117,823303600
2020-06-24,91.250000,92.197502,87.820000,91.199997,90.207321,806271600
2020-07-01,91.279999,94.654999,90.910004,93.172501,92.158363,455858800
2020-07-08,94.180000,99.955002,93.877502,97.057503,96.001076,695630400
2020-07-15,98.989998,99.250000,95.839996,97.000000,95.944191,549713600
2020-07-22,96.692497,97.974998,89.144997,93.252502,92.237488,696284400
2020-07-29,93.750000,111.637497,93.712502,109.665001,108.471336,1104018800
2020-08-05,109.377502,114.412498,108.897499,109.375000,108.184502,922557200
2020-08-12,110.497498,116.087502,110.297501,115.562500,114.510750,766440400
2020-08-19,115.982498,128.785004,115.610001,124.824997,123.688942,1167933200
2020-08-26,126.180000,134.800003,123.832497,134.179993,132.958801,883855600
2020-09-02,137.589996,137.979996,110.889999,112.820000,111.793205,1021692400
2020-09-09,117.260002,120.500000,110.000000,115.540001,114.488457,864867300
2020-09-16,115.230003,116.000000,103.099998,111.809998,110.792397,998564100
2020-09-23,111.620003,115.320000,105.000000,114.089996,113.051643,705498000
2020-09-30,113.790001,117.720001,112.220001,113.160004,112.130112,671249600
2020-10-07,114.620003,125.389999,114.129997,121.099998,119.997841,783390400
2020-10-14,121.000000,123.029999,115.629997,117.510002,116.440514,623728000
2020-10-21,116.669998,118.709999,112.879997,116.599998,115.538788,478634100
2020-10-28,115.050003,116.930000,107.320000,110.440002,109.434868,710830900
2020-11-04,114.139999,121.989998,112.349998,115.970001,114.914528,671619200
2020-11-11,117.190002,120.989998,116.440002,119.389999,118.507515,462493200
2020-11-18,118.610001,119.820000,112.589996,115.169998,114.318695,465872900
2020-11-25,115.550003,123.470001,115.169998,122.720001,121.812904,420328900
2020-12-02,122.019997,124.980003,120.889999,124.379997,123.460625,415169700
2020-12-09,124.529999,127.900002,120.150002,127.879997,126.934753,519769400
2020-12-16,127.410004,134.410004,123.449997,131.880005,130.905182,675266300
2020-12-23,132.160004,138.789993,130.779999,134.869995,133.873077,388687300
2020-12-30,135.580002,135.990005,126.760002,131.009995,130.041626,436535500
2021-01-06,127.720001,132.630005,126.379997,128.800003,127.847954,562160000
2021-01-13,128.759995,131.449997,126.940002,127.830002,126.885132,381214400
2021-01-20,128.660004,145.089996,128.550003,143.160004,142.101822,594932100
2021-01-27,143.429993,144.300003,130.210007,134.990005,133.992203,650533900
2021-02-03,135.759995,137.880005,133.610001,136.009995,135.004654,397829200
2021-02-10,136.479996,136.990005,132.789993,133.190002,132.403061,278048000
2021-02-17,131.250000,132.220001,118.389999,125.860001,125.116379,544633400
2021-02-24,124.940002,128.720001,120.540001,125.120003,124.380745,642368600
2021-03-03,124.809998,125.709999,116.209999,121.089996,120.374550,728790300
2021-03-10,121.690002,127.220001,119.160004,125.570000,124.828087,510706600
2021-03-17,124.050003,125.860001,119.680000,122.540001,121.815987,626091200
2021-03-24,122.820000,122.900002,118.860001,119.900002,119.191582,447937500
2021-03-31,121.650002,127.129997,121.150002,126.209999,125.464294,362235400
2021-04-07,125.830002,134.660004,125.139999,134.429993,133.635727,461684500
2021-04-14,134.940002,135.529999,131.660004,133.110001,132.323547,450568800
2021-04-21,132.360001,135.410004,131.300003,134.389999,133.595963,364992000
2021-04-28,134.309998,137.070007,126.699997,127.849998,127.094612,581400400
2021-05-05,129.199997,131.259995,122.769997,125.910004,125.166077,455316500
2021-05-12,123.400002,127.889999,122.250000,124.849998,124.323151,437539100
